Date,Open,High,Low,Close,Adj Close,Volume
14-04-2022,97.29000092,99.27100372,95.30500031,95.48999786,94.22338104,20931200
18-04-2022,93.76999664,95.27999878,91.81999969,94.70999908,93.45373535,19159200
19-04-2022,92.29000092,93.94999695,90.94999695,93.5,92.25978088,23870000
20-04-2022,93.48000336,93.69999695,89.26999664,89.41000366,88.22403717,20949700
21-04-2022,89.55000305,90.01000214,85.40000153,85.98999786,84.84939575,25639000
22-04-2022,86.5,90.68000031,86.31099701,86.48999786,85.34276581,25130300
25-04-2022,82.69999695,86.16999817,81.80000305,85.83999634,84.7013855,24674000
26-04-2022,85.87000275,86.23999786,83.27999878,83.98999786,82.87592316,21194600
27-04-2022,85.31999969,89.41000366,84.77999878,88.31999969,87.14849091,29351600
28-04-2022,88.62000275,90.98000336,86.94000244,90.91000366,89.70413971,17707500
29-04-2022,101.5299988,103.5199966,96.66000366,97.08999634,95.80216217,44933400
02-05-2022,96.41000366,101.3199997,95.15000153,101.2099991,99.86751556,25479500
03-05-2022,100.1299973,102.6900024,99.43000031,100.3799973,99.04852295,15216100
04-05-2022,97.72000122,101.5699997,96.61000061,101.4100037,100.0648651,17740600
05-05-2022,97.94000244,98.47000122,94.05000305,94.63999939,93.38465881,18673100
06-05-2022,93.36000061,93.86000061,88.70999908,90.05000305,88.85554504,18568600
09-05-2022,86.95500183,88.59999847,84.43000031,84.83999634,83.71464539,23338600
10-05-2022,88.63999939,88.63999939,83.51000214,84.56999969,83.44823456,23400900
11-05-2022,85.51000214,87.51999664,81.47000122,81.73000336,80.64590454,24962400
12-05-2022,80.68000031,83.12000275,78.01000214,81.08999634,80.01438904,23833100
13-05-2022,82.12000275,88.36000061,82,87.98999786,86.82286835,20078400
16-05-2022,87.69999695,89.08000183,86.33999634,86.48000336,85.332901,19644800
17-05-2022,92.75,94.48000336,89.54000092,91.98999786,90.76980591,27330300
18-05-2022,90,91.63999939,87,87.30999756,86.15188599,18991300
19-05-2022,86.18000031,90.08999634,85.73999786,87.69000244,86.52684784,20776400
20-05-2022,88.69999695,90.16999817,84.73000336,86.79000092,85.63878632,21020800
23-05-2022,87.05999756,87.41500092,84.76000214,87.23000336,86.07295227,13998200
24-05-2022,84.98999786,85.12000275,81.54000092,82.47000122,81.376091,15214400
25-05-2022,83.72000122,84.06999969,81.06999969,82.30999756,81.21820831,23093700
26-05-2022,87.30000305,95.08999634,86.73000336,94.48000336,93.22678375,50825000
27-05-2022,92.20999908,94.5,90.37000275,93.41000366,92.17098236,26716000
31-05-2022,98.33000183,99.31999969,95.44999695,96.05000305,94.77596283,33790000
01-06-2022,95.90000153,96.93000031,91.87999725,93.37999725,92.14137268,23730900
02-06-2022,93.66999817,97.62999725,93.40000153,97.5,96.20672607,23228100
03-06-2022,95.15000153,96,93.02300262,93.20999908,91.97362518,15855900
06-06-2022,99.63999939,102.4199982,97.91500092,99.01000214,97.69670105,37287200
07-06-2022,99.98999786,104.4599991,99.41999817,104.3199997,102.936264,35958700
08-06-2022,108.2600021,121.0550003,107.8099976,119.6200027,118.0333176,92337000
09-06-2022,115,118.2200012,109.4400024,109.9000015,108.4422455,72512300
10-06-2022,113.6600037,114.8199997,108.2399979,109.8399963,108.3830414,49859200
13-06-2022,103.6100006,104.5299988,97.58000183,98.51999664,97.2131958,36396700
14-06-2022,101.9899979,106.0749969,100.8300018,105.2300034,103.834198,28567500
15-06-2022,106.8099976,108.6299973,104.3820038,108.0299988,106.5970535,24026100
16-06-2022,102.7900009,104.9100037,100.5100021,101.4499969,100.1043243,22357800
17-06-2022,112.5400009,112.75,101.3259964,102.2399979,100.8838501,73019300
21-06-2022,105.9599991,107.0619965,103.8700027,106.3899994,104.9788055,33975000
22-06-2022,104.2300034,107.0999985,103.0800018,105.1500015,103.7552567,24233000
23-06-2022,109.9599991,113.0899963,108.0810013,112.1100006,110.6229324,33228200
24-06-2022,115.3000031,118.0899963,114.3000031,117.6200027,116.0598526,27029900
27-06-2022,119.9700012,121.3799973,117.8799973,118.7300034,117.1551285,21724300
28-06-2022,118.9800034,120.9300003,116.5100021,116.7600021,115.2112579,18659400
29-06-2022,115.8099976,117.0899963,113.7099991,116.0299988,114.4909363,13793900
30-06-2022,113.7699966,114.5999985,111.3799973,113.6800003,112.1721115,13836200
01-07-2022,113.6299973,116.625,112.9199982,116,114.4613342,16679400
05-07-2022,114.5100021,120.5299988,112.1399994,120.1299973,118.5365524,20989300
06-07-2022,118.9300003,120,115.5100021,119.1200027,117.5399551,20222700
07-07-2022,120.6299973,125,120.6299973,122.3899994,120.766571,24202000
08-07-2022,122.2600021,125.8399963,120.6999969,120.9000015,119.2963409,27221400
11-07-2022,115.4599991,115.5800018,109.3300018,109.5699997,108.1166229,31249900
12-07-2022,110.8600006,111,107.0599976,109.2099991,107.7613983,22318500
13-07-2022,106.8399963,110.6399994,106.75,109.0999985,107.6528549,16861400
14-07-2022,107.8000031,108.5400009,100.7099991,103.7600021,102.3836899,35314900
15-07-2022,103.4899979,103.6399994,97.83999634,102.4400024,101.0811996,33572300
18-07-2022,105.8799973,106.9599991,102.9499969,103.1399994,101.7719116,20503400
19-07-2022,103.9700012,104.8199997,101.5299988,104.75,103.3605576,19842500
20-07-2022,106.2399979,107.1600037,102.8499985,103.9599991,102.5810394,21897900
21-07-2022,104.0599976,106.6100006,103.6800003,105.1299973,103.7355118,17865500
22-07-2022,104.3099976,104.6999969,99.68000031,100.6100006,99.27547455,18819800
25-07-2022,100.5,101.2699966,98.73999786,101.0599976,99.71950531,16604300
26-07-2022,104.3099976,105.25,100.8099976,101.4400024,100.0944672,28004300
27-07-2022,102.1999969,102.9700012,99.80000305,102.7799988,101.416687,19366600
28-07-2022,101.9199982,102.6800003,95.62000275,100.5500031,99.21627045,33875400
29-07-2022,94.22000122,94.22000122,89.11000061,89.37000275,88.18457031,59201800
01-08-2022,89.19000244,90.54000092,88,90.33999634,89.14169312,36050900
02-08-2022,88.19999695,94.87000275,88.19999695,92.62000275,91.3914566,34430500
03-08-2022,92,96.30000305,90.91999817,95.72000122,94.45034027,23921700
04-08-2022,101.0699997,103,95.05999756,97.43000031,96.13765717,42517800
05-08-2022,93.06999969,94.16999817,90.73000336,92.55999756,91.33224487,27206100
08-08-2022,91.47000122,92.75,90.33999634,90.83999634,89.63506317,16194100
09-08-2022,91.19000244,93.12000275,90.59999847,91.19000244,89.98042297,16744900
10-08-2022,91.16999817,92.94999695,88.55999756,92.43000031,91.20397949,17855400
11-08-2022,94.48999786,97.70999908,93.62999725,94.87000275,93.61161041,17521200
12-08-2022,91.51000214,94.80000305,91.43000031,94.76999664,93.51293182,17846400
15-08-2022,93.19999695,94.62999725,92.37999725,94.19999695,92.95049286,14425100
16-08-2022,92.69000244,93.56999969,91.40000153,92.65000153,91.42105865,12003200
17-08-2022,91.87000275,92.38999939,89.76000214,89.76999664,88.57925415,14491500
18-08-2022,90.05000305,91.93000031,88.51999664,90.73999786,89.53639221,13418600
19-08-2022,90.41000366,91.65000153,89.18000031,89.62999725,88.44111633,12364300
22-08-2022,89.56999969,90.87999725,89.30000305,90.02999878,88.8358078,15545000
23-08-2022,89.16999817,90.18000031,86.70999908,89.83000183,88.63846588,17345900
24-08-2022,87.90000153,94.14800262,87.55000305,92.51999664,91.29277802,22808300
25-08-2022,96.05999756,101.0299988,94.94999695,99.88999939,98.56502533,39170600
26-08-2022,104.8399963,104.8499985,97.61000061,98,96.70009613,45773400
29-08-2022,98.95999908,100.9100037,96.48000336,96.59999847,95.31866455,18323500
30-08-2022,95.86000061,96.97000122,92.62000275,93.83999634,92.59526825,17865800
31-08-2022,96.66000366,98.62000275,94.91999817,95.41000366,94.14445496,16169000
01-09-2022,92.75,94.51999664,91.66999817,93.70999908,92.46699524,11929100
02-09-2022,91.76999664,93.66799927,90.76999664,91.80000305,90.58233643,12378900
06-09-2022,89.31999969,89.47000122,87.80000305,88.44999695,87.27676392,15573500
07-09-2022,88.51999664,90.86000061,87.7559967,90.59999847,89.39824677,12753300
08-09-2022,88.55999756,90.18000031,88.27999878,89.51999664,88.33257294,13291800
09-09-2022,91.05000305,92.90000153,90.72000122,92.13999939,90.91782379,10745500
12-09-2022,92.41999817,94.83999634,91.80999756,94.69000244,93.43399811,15604000
13-09-2022,90.76000214,92.18000031,89.23000336,89.47000122,88.28324127,21149800
14-09-2022,89.45999908,89.77999878,88.16999817,88.91999817,87.74053192,10843600
15-09-2022,88.62999725,91.09500122,88.19999695,88.83000183,87.65172577,12188800
16-09-2022,87.69999695,88.25,85.41999817,86.43000031,85.28356171,19322000
19-09-2022,85.09999847,87.76499939,85,87.66000366,86.49725342,12822100
20-09-2022,87.94999695,88.73000336,85.01000214,85.80000305,84.66191864,19129000
21-09-2022,85.12000275,85.16000366,81.5,81.59999847,80.5176239,23847300
22-09-2022,82.62999725,83.27999878,80.16999817,80.70999908,79.63943481,19141200
23-09-2022,79.26000214,79.76999664,77.59999847,78.80000305,77.75476837,20492100
26-09-2022,79.94000244,80.98600006,78.77999878,78.91000366,77.86331177,17880600
27-09-2022,79.43000031,80.41000366,77.09999847,77.87000275,76.8371048,16975100
28-09-2022,76.48500061,81.48000336,76.27999878,80.98999786,79.91571808,20725400
29-09-2022,78.05000305,79.19000244,76.73999786,79.05999756,78.01131439,17913600
30-09-2022,78.73999786,81.77999878,78.65000153,79.98999786,78.9289856,17116900
03-10-2022,79.76000214,80.92500305,78.05000305,80.44999695,79.38288116,13249600
04-10-2022,83,85.03299713,82.33999634,84.11000061,82.99433899,18252000
05-10-2022,84.09999847,86.29000092,83.25,84.38999939,83.27062225,13194000
06-10-2022,84.06999969,85.25,83.51999664,84.31999969,83.20154572,11583600
07-10-2022,82.34999847,83.70999908,80.75499725,81.23999786,80.16239929,11632400
10-10-2022,79.76999664,79.79000092,77.69999695,79.23999786,78.1889267,14070900
11-10-2022,77.37999725,77.83999634,74.13999939,75.37000275,74.37026978,18387900
12-10-2022,74.90000153,76.6780014,74.02999878,75.73000336,74.72549438,13247900
13-10-2022,72.23999786,75.77999878,71.40000153,75.01000214,74.01504517,17563400
14-10-2022,76.05000305,76.13999939,72.77999878,73.01999664,72.05142975,13675300
17-10-2022,75.15000153,77.87000275,75.11000061,76.76999664,75.75169373,14487400
18-10-2022,78.01000214,78.63999939,75.05999756,76.33999634,75.32739258,14970600
19-10-2022,73.27999878,74.33000183,70.51999664,71.26999664,70.324646,23094500
20-10-2022,71.59999847,74.94000244,71.55000305,72.01999664,71.06469727,19173400
21-10-2022,71.19999695,72.79000092,69.46499634,72.18000031,71.22257996,19526800
24-10-2022,63.38999939,64.09999847,58.00999832,63.15000153,62.31235886,101023200
25-10-2022,65.08000183,66.17900085,61.25999832,63.22000122,62.38142776,69302400
26-10-2022,63.36000061,69.80000305,62.91999817,68.51000214,67.60125732,52957400
27-10-2022,65.44000244,67.87999725,65.41999817,65.83999634,64.9666748,25812600
28-10-2022,63.20000076,64.15000153,61.81999969,63.74000168,62.89453125,28638000
31-10-2022,63.49000168,64.84999847,63.22000122,63.58000183,62.73665237,20645300
01-11-2022,68.01000214,68.4509964,65.63999939,65.86000061,64.98641205,27257000
02-11-2022,66.48000336,67.66999817,64.33000183,64.69999695,63.84179306,28298100
03-11-2022,63.41999817,66.87999725,63.40000153,65.20999908,64.34503174,23360500
04-11-2022,71.16999817,71.63999939,67.44999695,69.80999756,68.88401031,51292200
07-11-2022,71.30000305,71.87999725,68.67199707,69.70999908,68.78533936,26087600
08-11-2022,67.62000275,68.91999817,66.26999664,68.12999725,67.22629547,23870200
09-11-2022,66.43000031,66.77999878,64.80000305,64.83999634,63.97993469,22099300
10-11-2022,68.02999878,69.98999786,68,69.76999664,68.84454346,28757200
11-11-2022,72.31999969,72.69999695,69.30999756,70.76999664,69.83127594,38723400
14-11-2022,73.16000366,74,71.31999969,71.33000183,70.38385773,30310700
15-11-2022,78.93000031,80.37000275,77.80999756,79.30000305,78.24813843,53150500
16-11-2022,80.31999969,80.44999695,77.41000366,78.16000366,77.1232605,26637300
17-11-2022,76,85.68000031,75.76000214,84.26000214,83.14234924,62050600
18-11-2022,82.15000153,82.51999664,79.86000061,80.48000336,79.41249084,29528300
21-11-2022,78.69000244,79.05999756,76.47000122,76.93000031,75.90957642,19005100
22-11-2022,75.44000244,76.80000305,74.58000183,75.98999786,74.98204041,20694100
23-11-2022,78.19000244,78.84500122,76.84999847,78.5,77.45874786,19032700
25-11-2022,75.5,76.05000305,74.91999817,75.5,74.49854279,13036900
28-11-2022,74.73999786,77.41699982,74.68000031,75.87999725,74.87349701,19107400
29-11-2022,80.23999786,80.88999939,79.44999695,79.86000061,78.80071259,24178100
30-11-2022,82.73999786,89.625,82.25,87.55999756,86.3985672,60169600
01-12-2022,84.34999847,87.59999847,84.26000214,85.94000244,84.80006409,20243000
02-12-2022,86.05000305,91.84999847,86.05000305,90.05999756,88.86540985,35042600
05-12-2022,92.90000153,92.90000153,89.62999725,90.51999664,89.31930542,30929800
06-12-2022,91.87999725,92.56999969,89.19999695,91.44999695,90.23696899,26675700
07-12-2022,87.05999756,89.26000214,86.62000275,88.33000183,87.15836334,19507400
08-12-2022,91.97000122,94.33499908,91.08000183,94.16999817,92.92089081,29241500
09-12-2022,93.26999664,93.75,91.22499847,91.33999634,90.12843323,15452100
12-12-2022,90.08999634,90.88899994,87.75,89.41000366,88.22403717,15190200
13-12-2022,93.44999695,94.98000336,90.30000305,91.41000366,90.19750977,21150600
14-12-2022,91.05999756,91.26499939,89.5,90.91000366,89.70413971,15575500
15-12-2022,93.08999634,94.08000183,86.05000305,86.20999908,85.06648254,30419400
16-12-2022,88.80000305,90.56999969,86.61000061,86.79000092,85.63878632,25084600
19-12-2022,89.75,89.77999878,86.50099945,87.16000366,86.00388336,20737000
20-12-2022,85.04000092,87.19999695,85.04000092,85.91999817,84.78032684,15315400
21-12-2022,86.01000214,88.38700104,85.45999908,87.80999756,86.64525604,18212900
22-12-2022,89.08000183,89.69000244,86.66999817,87.97000122,86.80313873,16004800
23-12-2022,87.84999847,88.65000153,85.51999664,85.65000153,84.51390839,17949300
27-12-2022,86.55000305,90.68900299,86.20999908,89.86000061,88.66806793,22959900
28-12-2022,88.98000336,90.15000153,86.46499634,87.19999695,86.04334259,16268800
29-12-2022,87.625,89.51999664,87.05999756,89.12999725,87.94774628,12535400
30-12-2022,87.44999695,89.41000366,87.41000366,88.08999634,86.92153931,11926700
03-01-2023,91.11000061,94.44999695,90.75,91.98000336,90.75994873,27891000
04-01-2023,98.84999847,104.5199966,96.97000122,103.9199982,102.5415649,53291800
05-01-2023,101.4000015,105.6999969,100.6399994,104.5800018,103.1928177,30400400
06-01-2023,104.1100006,108,102.4599991,107.4000015,105.9754105,21072400
09-01-2023,111.9899979,113.1100006,108.1200027,110.8300018,109.3599167,42085300
10-01-2023,112.9700012,115.4800034,111.2099991,114.8799973,113.3561859,33478600
11-01-2023,114.5999985,115.2099991,112.3099976,115.0199966,113.4943314,22804400
12-01-2023,113.6600037,113.7900009,111.4499969,113.1500015,111.6491394,16590600
13-01-2023,114.5199966,117.9800034,114.0899963,117.0100021,115.4579391,25615100
17-01-2023,115.5199966,117.0100021,114.3399963,115.1900024,113.6620789,16945600
18-01-2023,116.75,116.75,113.0400009,113.2200012,111.7182083,15347900
19-01-2023,114.0199966,117,113.9700012,116.5800018,115.0336456,18489900
20-01-2023,118.302002,120.0599976,117.8000031,119.8600006,118.270134,18342700
23-01-2023,120,120.3000031,118.137001,119.5299988,117.9445114,13590200
24-01-2023,115,120,115,119.4400024,117.8557053,7807100
25-01-2023,118.5100021,120.3199997,117.5,120.25,118.6549606,9705000
26-01-2023,121,121.3000031,118.762001,120.5699997,118.9707184,11171000
27-01-2023,119.6900024,119.7099991,116.8099976,118.3799973,116.809761,18027400
30-01-2023,111.6900024,113.1500015,109.7799988,111.1999969,109.7249985,21918200
31-01-2023,109.4199982,112.0800018,108.8099976,110.1999969,108.738266,15330000
01-02-2023,111.8600006,113.9499969,110.1500015,112.8199997,111.3235168,16623000
02-02-2023,112.5,112.5250015,107.8099976,109.7399979,108.2843704,23396900
03-02-2023,108.0500031,109.5299988,105.8099976,106.3300018,104.9196014,15982200
06-02-2023,103.8199997,106.2799988,103.2200012,105.4499969,104.0512695,15337500
07-02-2023,106.8399963,107.3499985,103.7200012,105.5,104.1006088,16861700
08-02-2023,107.0999985,107.1399994,103.5500031,105.1100006,103.7157822,14329500
09-02-2023,108.5,109.8099976,107.75,108.4599991,107.021347,16281300
10-02-2023,105.8000031,106.6399994,102.7900009,103.6500015,102.2751541,18776000
13-02-2023,105.9899979,106.3499985,104.1500015,104.7900009,103.400032,18538600
14-02-2023,103.5500031,104.4800034,101.8499985,104.2200012,102.8375931,12978400
15-02-2023,102.3899994,103.4400024,102,103.0800018,101.7127151,18230200
16-02-2023,102.7099991,104.5199966,102.0299988,103.1100006,101.7423096,21747100
17-02-2023,101,101.0899963,99.25,100.0100021,98.68343353,18121600
21-02-2023,96.5,97.625,94.69999695,95.09999847,93.83855438,27172700
22-02-2023,95.57499695,95.88999939,93.55500031,94.77999878,93.52280426,24484000
23-02-2023,100.0999985,100.4700012,92.12999725,94.16000366,92.91103363,40482900
24-02-2023,90.06999969,91.68000031,88.02999878,89,87.81947327,36174500
27-02-2023,90.84999847,91.23999786,88.89499664,89.25,88.06615448,25840000
28-02-2023,88.45999908,89.33999634,87.26999664,87.79000092,86.62552643,24597200
01-03-2023,92.91999817,92.91999817,89.73000336,89.94999695,88.75686646,35434900
02-03-2023,88.95999908,90.91899872,87.97000122,89.75,88.55952454,24829000
03-03-2023,90.11000061,90.45999908,88.40000153,89.69999695,88.51018524,25834300
06-03-2023,89.58499908,91.30000305,88.02999878,89.62000275,88.43125153,16983900
07-03-2023,89.51999664,90.05000305,88.19999695,88.73000336,87.55305481,14514700
08-03-2023,87.38999939,87.76999664,86.44999695,86.94999695,85.79666138,14721500
09-03-2023,85.12000275,85.69000244,82.875,83.37000275,82.26415253,24327700
10-03-2023,82.63999939,84.51999664,82.33000183,82.95999908,81.85958862,18123100
13-03-2023,83.01000214,83.75499725,81.97000122,82.90000153,81.80038452,17848300
14-03-2023,82.86000061,83.91000366,82.16000366,83.84999847,82.73778534,20126100
15-03-2023,81.55000305,82.54000092,80.15000153,81.51000214,80.42882538,21025300
16-03-2023,81.45999908,82.48000336,80.66000366,82.22000122,81.12940216,22877500
17-03-2023,84,84.16000366,80.62000275,81.66999817,80.58670044,23711100
20-03-2023,80.15000153,81.90000153,79.48000336,81,79.92559052,19536500
21-03-2023,82.45999908,84.08799744,82,83.69999695,82.58976746,16529400
22-03-2023,84.83999634,85.38999939,83.51000214,83.65000153,82.54043579,21204700
23-03-2023,87.68000031,88.37999725,85.26000214,86.51999664,85.37236786,26861400
24-03-2023,85.87000275,88.11000061,85.62999725,86.90000153,85.74732971,20332500
27-03-2023,87.12999725,88.22000122,85.5,86.12000275,84.97767639,18258300
28-03-2023,95.34999847,99.51000214,92.05999756,98.40000153,97.0947876,118875200
29-03-2023,97.58999634,101.3300018,96.27999878,99.91999817,98.59461975,53695000
30-03-2023,101.3399963,105.0500031,100.5,103.3799973,102.008728,57780700
31-03-2023,102.8600006,103.5999985,101.1320038,102.1800003,100.824646,28382600
03-04-2023,100.8899994,101.75,97.61000061,98.38999939,97.08492279,26888100
04-04-2023,98.94000244,101.4700012,97.26000214,100.7200012,99.38401794,26868400
05-04-2023,99.23999786,100.4499969,97.66000366,98.55000305,97.24279785,20117700
06-04-2023,98.52999878,103.2399979,98.26999664,102.7399979,101.3772202,26849200
10-04-2023,100.6200027,102.8300018,100.5899963,101.5400009,100.1931381,16308300
11-04-2023,102.4599991,102.5400009,99.19999695,99.76000214,98.43675232,19017700
12-04-2023,97.81999969,98.88999939,93.58000183,93.83999634,92.59526825,35516000
13-04-2023,95.875,97.19000244,95.09500122,96.16999817,94.8943634,24231700
14-04-2023,95.62999725,96.12000275,93.83999634,94.55000305,93.29586029,14098700
17-04-2023,96.73999786,97.23000336,95.48999786,96.41999817,95.14105225,15714100
18-04-2023,99.01999664,99.16999817,95.18099976,95.48999786,94.22338104,20672300
19-04-2023,94.59999847,94.81999969,92.94999695,93.48999786,92.24991608,18985200
20-04-2023,93.34999847,93.79000092,90.05000305,90.73999786,89.53639221,25533900
21-04-2023,89.95999908,90.19000244,88.30000305,89.12999725,87.94774628,23097300
24-04-2023,88.40000153,88.48000336,86.04000092,86.88999939,85.73745728,22757100
25-04-2023,85.31999969,85.69999695,82.21199799,82.91999817,81.82011414,36441300
26-04-2023,85.04000092,85.22000122,82.76000214,82.81999969,81.72144318,24983000
27-04-2023,83.06999969,84.63999939,82.63999939,84.47000122,83.3495636,24506800
28-04-2023,84.18000031,85.08000183,83.87000275,84.69000244,83.56664276,18109300
01-05-2023,84.15000153,85.27999878,83.77100372,84.16000366,83.04367828,12909200
02-05-2023,83.15000153,83.27999878,80.65399933,81.52999878,80.44855499,20689500
03-05-2023,81.30500031,82,80.48999786,81.48000336,80.39922333,17759400
04-05-2023,82.38999939,83.12999725,81.80000305,82.48999786,81.39582062,23773800
05-05-2023,82.75,83.37999725,82.02999878,83.22000122,82.11614227,17500600
08-05-2023,83.62999725,83.69999695,82.33999634,83.30999756,82.2049408,17392900
09-05-2023,80.54499817,82.66000366,80.15000153,82.22000122,81.12940216,13457400
10-05-2023,82.13999939,84.5,81.76999664,82.94999695,81.84971619,16868100
11-05-2023,85.43000031,88.48000336,84.81999969,87.88999939,86.72419739,28104200
12-05-2023,86.70999908,86.70999908,84.76000214,85.33999634,84.20801544,19031400
15-05-2023,87.12999725,88.40000153,85.83300018,88.33999634,87.16822052,23691200
16-05-2023,87.11000061,89.37000275,87.05999756,88.76000214,87.58265686,18177900
17-05-2023,88.45999908,91.43000031,88.01000214,90.68000031,89.47718811,27670700
18-05-2023,90.80999756,91,85,85.76999664,84.63230896,60258600
19-05-2023,83.84999847,85.19999695,83.48000336,83.98000336,82.86606598,21538500
22-05-2023,85.66999817,87.48000336,85.65000153,86.09999847,84.95793915,16951300
